Log,Collected,WOTY,Received,Species,Stage,Bloodfed?,Host,Infected?,County,Count,Event Count
LDS-09-258,6/9/2009 0:00,24,6/19/2009 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-09-259,6/14/2009 0:00,25,6/19/2009 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-09-260,6/5/2009 0:00,23,6/19/2009 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-09-261,6/5/2009 0:00,23,6/19/2009 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-09-265,6/17/2009 0:00,25,6/22/2009 0:00,Ixodes scapularis,N,N,Human,N,Jackson,1,1
LDS-09-268,6/22/2009 0:00,26,6/29/2009 0:00,Ixodes scapularis,N,N,Human,N,Des Moines,1,1
LDS-09-270,6/23/2009 0:00,26,6/29/2009 0:00,Ixodes scapularis,N,N,Human,N,Allamakee,1,1
LDS-09-272,6/22/2009 0:00,26,6/29/2009 0:00,Ixodes scapularis,N,Y,Human,N,Johnson,1,1
LDS-09-275,6/22/2009 0:00,26,6/29/2009 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-09-276,6/21/2009 0:00,26,6/29/2009 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-09-277,6/15/2009 0:00,25,6/29/2009 0:00,Ixodes scapularis,N,Y,Human,Y,Clayton,1,1
LDS-09-278,6/17/2009 0:00,25,6/29/2009 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-09-279,6/18/2009 0:00,25,6/29/2009 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-09-280,6/16/2009 0:00,25,6/29/2009 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-09-281,6/21/2009 0:00,26,6/29/2009 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-09-282,6/18/2009 0:00,25,6/29/2009 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,1
LDS-09-283,6/24/2009 0:00,26,6/29/2009 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-09-284,6/24/2009 0:00,26,6/29/2009 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,1
LDS-09-285,6/25/2009 0:00,26,6/29/2009 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,1
LDS-09-287,6/21/2009 0:00,26,7/2/2009 0:00,Ixodes scapularis,F,N,Human,N,OOS - Wisconsin,0,0
LDS-09-295,7/1/2009 0:00,27,7/8/2009 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,1
LDS-09-297,7/5/2009 0:00,28,7/8/2009 0:00,Ixodes scapularis,N,Y,Human,N,Linn,1,1
LDS-09-309,7/8/2009 0:00,28,7/20/2009 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-09-310,7/7/2009 0:00,28,7/20/2009 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-09-311,7/8/2009 0:00,28,7/20/2009 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-09-312,7/13/2009 0:00,29,7/20/2009 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-09-315,7/13/2009 0:00,29,7/20/2009 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,1
LDS-09-338,7/16/2009 0:00,29,7/31/2009 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-09-339,7/21/2009 0:00,30,7/31/2009 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-09-340,7/26/2009 0:00,31,7/31/2009 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,1
LDS-09-341,7/23/2009 0:00,30,7/31/2009 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-09-342,7/22/2009 0:00,30,7/31/2009 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-09-343,7/16/2009 0:00,29,7/31/2009 0:00,Ixodes scapularis,L,N,Human,,Clayton,1,1
LDS-09-344,7/16/2009 0:00,29,7/31/2009 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-09-345,7/14/2009 0:00,29,7/31/2009 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-09-348,8/6/2009 0:00,32,8/17/2009 0:00,Ixodes scapularis,F,N,Human,Y,OOS - Minnesota,0,0
LDS-09-371,9/29/2009 0:00,40,10/12/2009 0:00,Ixodes scapularis,F,N,Human,N,Iowa,1,1
LDS-09-373,10/20/2009 0:00,43,10/26/2009 0:00,Ixodes scapularis,F,Y,Human,N,Fayette,1,1
LDS-09-374,10/23/2009 0:00,43,10/26/2009 0:00,Ixodes scapularis,F,N,Human,N,OOS - Michigan,0,0
LDS-09-375,10/26/2009 0:00,44,10/28/2009 0:00,Ixodes scapularis,F,N,Human,N,Linn,1,1
LDS-09-376,10/26/2009 0:00,44,10/30/2009 0:00,Ixodes scapularis,F,Y,Human,N,Muscatine,1,1
LDS-09-377,10/25/2009 0:00,44,10/30/2009 0:00,Ixodes scapularis,F,Y,Human,N,Jackson,1,1
LDS-09-378,10/26/2009 0:00,44,10/30/2009 0:00,Ixodes scapularis,F,N,Human,N,Jackson,1,1
LDS-09-379,10/24/2009 0:00,43,10/30/2009 0:00,Ixodes scapularis,F,N,Human,N,Clayton,1,1
LDS-09-380,10/23/2009 0:00,43,10/30/2009 0:00,Ixodes scapularis,F,N,Human,N,Linn,1,1
LDS-09-381,10/25/2009 0:00,44,11/6/2009 0:00,Ixodes scapularis,M,N,None,N,Linn,1,1
LDS-09-382,10/29/2009 0:00,44,11/6/2009 0:00,Ixodes scapularis,F,N,Human,N,OOS - Wisconsin,0,0
LDS-09-383,10/29/2009 0:00,44,11/6/2009 0:00,Ixodes scapularis,F,N,Human,N,Polk,1,1
LDS-09-384,10/25/2009 0:00,44,11/6/2009 0:00,Ixodes scapularis,M,N,None,N,Delaware,1,1
LDS-09-385,10/25/2009 0:00,44,11/6/2009 0:00,Ixodes scapularis,F,N,Human,N,Delaware,1,0
LDS-09-386,10/25/2009 0:00,44,11/6/2009 0:00,Ixodes scapularis,F,N,None,Y,Delaware,1,0
LDS-09-387,10/26/2009 0:00,44,11/6/2009 0:00,Ixodes scapularis,F,N,Human,Y,OOS - Texas,0,0
LDS-09-388,11/2/2009 0:00,45,11/10/2009 0:00,Ixodes scapularis,F,N,Human,N,Jefferson,1,1
LDS-09-389,11/3/2009 0:00,45,11/10/2009 0:00,Ixodes scapularis,F,Y,Human,N,Johnson,1,1
LDS-09-390,11/7/2009 0:00,45,11/12/2009 0:00,Ixodes scapularis,F,Y,Dog,N,Marion,1,1
LDS-09-391,11/7/2009 0:00,45,11/12/2009 0:00,Ixodes scapularis,F,Y,Dog,N,Marion,1,0
LDS-09-392,11/11/2009 0:00,46,11/12/2009 0:00,Ixodes scapularis,F,N,Human,N,Wapello,1,1
LDS-09-393,11/11/2009 0:00,46,11/17/2009 0:00,Ixodes scapularis,F,Y,Human,N,Polk,1,1
LDS-09-394,11/12/2009 0:00,46,11/17/2009 0:00,Ixodes scapularis,F,Y,Human,N,Dubuque,1,1
LDS-09-395,11/12/2009 0:00,46,11/17/2009 0:00,Ixodes scapularis,F,Y,Human,N,Muscatine,1,1
LDS-09-396,11/10/2009 0:00,46,11/17/2009 0:00,Ixodes scapularis,F,N,Human,N,Jackson,1,1
LDS-09-397,11/9/2009 0:00,46,11/17/2009 0:00,Ixodes scapularis,F,N,Human,N,Clayton,1,1
LDS-09-398,11/13/2009 0:00,46,11/20/2009 0:00,Ixodes scapularis,F,Y,Human,N,Muscatine,1,1
LDS-09-399,11/16/2009 0:00,47,11/20/2009 0:00,Ixodes scapularis,F,N,Human,N,Louisa,1,1
LDS-09-400,11/16/2009 0:00,47,11/20/2009 0:00,Ixodes scapularis,F,N,Human,N,Iowa,1,1
LDS-09-401,11/16/2009 0:00,47,11/20/2009 0:00,Ixodes scapularis,F,N,Human,N,Henry,1,1
LDS-09-402,11/22/2009 0:00,48,11/30/2009 0:00,Ixodes scapularis,F,N,Human,N,OOS - Illinois,0,0
LDS-09-403,11/24/2009 0:00,48,11/30/2009 0:00,Ixodes scapularis,F,N,Human,N,Johnson,1,1
LDS-09-404,11/25/2009 0:00,48,11/30/2009 0:00,Ixodes scapularis,F,N,Human,Y,Webster,1,1
LDS-09-405,11/21/2009 0:00,47,12/15/2009 0:00,Ixodes scapularis,M,N,Dog,N,OOS - Wisconsin,0,0
LDS-09-406,11/21/2009 0:00,47,12/15/2009 0:00,Ixodes scapularis,F,N,None,N,Lee,1,1
LDS-09-407,12/16/2009 0:00,0,12/28/2009 0:00,Ixodes scapularis,F,Y,Dog,,OOS - Pennsylvania,0,0
LDS-10-001,3/18/2010 0:00,12,3/23/2010 0:00,Ixodes scapularis,F,N,,Y,Polk,1,1
LDS-10-002,3/19/2010 0:00,12,3/24/2010 0:00,Ixodes scapularis,F,N,Human,N,Muscatine,1,1
LDS-10-003,3/23/2010 0:00,13,3/24/2010 0:00,Ixodes scapularis,M,N,Human,Y,Linn,1,1
LDS-10-004,3/24/2010 0:00,13,3/24/2010 0:00,Ixodes scapularis,F,N,None,N,Polk,1,1
LDS-10-005,3/26/2010 0:00,13,4/6/2010 0:00,Ixodes scapularis,F,N,None,N,Polk,1,1
LDS-10-006,3/26/2010 0:00,13,4/6/2010 0:00,Ixodes scapularis,M,N,None,N,Polk,1,1
LDS-10-007,4/2/2010 0:00,14,4/6/2010 0:00,Ixodes scapularis,F,Y,Dog,N,Johnson,1,1
LDS-10-008,3/26/2010 0:00,13,4/6/2010 0:00,Ixodes scapularis,F,N,Human,N,Boone,1,1
LDS-10-011,4/7/2010 0:00,15,4/9/2010 0:00,Ixodes scapularis,F,Y,Human,N,Dubuque,1,1
LDS-10-012,4/8/2010 0:00,15,4/12/2010 0:00,Ixodes scapularis,F,,Human,N,Louisa,1,1
LDS-10-013,4/11/2010 0:00,15,4/13/2010 0:00,Ixodes scapularis,F,N,Human,N,Davis,1,1
LDS-10-019,4/8/2010 0:00,15,4/20/2010 0:00,Ixodes scapularis,F,Y,Cat,N,Linn,1,1
LDS-10-021,4/15/2010 0:00,16,4/22/2010 0:00,Ixodes scapularis,M,N,None,N,Jasper,1,1
LDS-10-022,4/15/2010 0:00,16,4/22/2010 0:00,Ixodes scapularis,F,N,Human,N,Jasper,1,0
LDS-10-023,4/15/2010 0:00,16,4/23/2010 0:00,Ixodes scapularis,F,Y,Human,N,Boone,1,1
LDS-10-041,4/24/2010 0:00,17,4/28/2010 0:00,Ixodes scapularis,F,N,Human,Y,Clayton,1,1
LDS-10-042,4/24/2010 0:00,17,4/28/2010 0:00,Ixodes scapularis,F,N,Human,N,Allamakee,1,1
LDS-10-050,4/28/2010 0:00,18,5/3/2010 0:00,Ixodes scapularis,F,N,Human,N,Louisa,1,1
LDS-10-052,4/29/2010 0:00,18,5/4/2010 0:00,Ixodes scapularis,F,N,,N,Hamilton,1,1
LDS-10-053,4/29/2010 0:00,18,5/4/2010 0:00,Ixodes scapularis,F,N,,N,Hamilton,1,0
LDS-10-054,4/29/2010 0:00,18,5/4/2010 0:00,Ixodes scapularis,F,N,,Y,Hamilton,1,0
LDS-10-055,4/29/2010 0:00,18,5/4/2010 0:00,Ixodes scapularis,M,N,,N,Hamilton,1,0
LDS-10-056,4/28/2010 0:00,18,5/4/2010 0:00,Ixodes scapularis,F,N,Human,N,Muscatine,1,1
LDS-10-057,5/1/2010 0:00,18,5/4/2010 0:00,Ixodes scapularis,F,N,Human,N,Jackson,1,1
LDS-10-058,4/24/2010 0:00,17,5/4/2010 0:00,Ixodes scapularis,F,Y,Human,N,Delaware,1,1
LDS-10-059,5/2/2010 0:00,19,5/4/2010 0:00,Ixodes scapularis,F,N,Human,N,Webster,1,1
LDS-10-060,5/3/2010 0:00,19,5/5/2010 0:00,Ixodes scapularis,F,N,None,Y,Delaware,1,1
LDS-10-065,5/3/2010 0:00,19,5/10/2010 0:00,Ixodes scapularis,F,N,Human,N,OOS - Wisconsin,0,0
LDS-10-066,5/5/2010 0:00,19,5/10/2010 0:00,Ixodes scapularis,F,N,Human,N,Delaware,1,1
LDS-10-082,5/2/2010 0:00,19,5/12/2010 0:00,Ixodes scapularis,F,Y,Human,N,Allamakee,1,1
LDS-10-086,5/12/2010 0:00,20,5/18/2010 0:00,Ixodes scapularis,F,N,Human,Y,Jackson,1,1
LDS-10-087,5/14/2010 0:00,20,5/18/2010 0:00,Ixodes scapularis,F,U,Human,N,Dubuque,1,1
LDS-10-097,5/17/2010 0:00,21,5/24/2010 0:00,Ixodes scapularis,L,Y,Human,N,Winneshiek,1,1
LDS-10-100,5/18/2010 0:00,21,5/24/2010 0:00,Ixodes scapularis,F,N,Human,N,Allamakee,1,1
LDS-10-117,5/20/2010 0:00,21,5/26/2010 0:00,Ixodes scapularis,F,Y,Human,N,Dubuque,1,1
LDS-10-118,5/24/2010 0:00,22,5/26/2010 0:00,Ixodes scapularis,N,N,Human,N,Dallas,1,1
LDS-10-122,5/20/2010 0:00,21,5/26/2010 0:00,Ixodes scapularis,L,N,Human,N,Allamakee,1,1
LDS-10-123,5/21/2010 0:00,21,5/26/2010 0:00,Ixodes scapularis,N,N,Human,Y,Allamakee,1,1
LDS-10-124,5/22/2010 0:00,21,5/26/2010 0:00,Ixodes scapularis,N,N,Human,N,Allamakee,1,1
LDS-10-134,5/26/2010 0:00,22,6/3/2010 0:00,Ixodes scapularis,F,N,None,N,Poweshiek,1,1
LDS-10-143,6/5/2010 0:00,23,6/8/2010 0:00,Ixodes scapularis,N,N,Human,N,Boone,1,1
LDS-10-148,6/4/2010 0:00,23,6/8/2010 0:00,Ixodes scapularis,F,Y,Human,N,OOS - Wisconsin,0,0
LDS-10-470,6/11/2010 0:00,24,7/6/2010 0:00,Ixodes scapularis,N,Y,Human,N,Washington,1,1
LDS-10-494,7/22/2010 0:00,30,7/27/2010 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-10-507,8/16/2010 0:00,34,8/23/2010 0:00,Ixodes scapularis,N,N,Human,N,Dubuque,1,1
LDS-10-518,9/28/2010 0:00,40,10/6/2010 0:00,Ixodes scapularis,F,N,Human,Y,Clayton,1,1
LDS-10-519,10/2/2010 0:00,40,10/6/2010 0:00,Ixodes scapularis,F,N,Human,N,Jefferson,1,1
LDS-10-520,10/12/2010 0:00,42,10/13/2010 0:00,Ixodes scapularis,F,Y,Dog,N,Allamakee,1,1
LDS-10-521,10/18/2010 0:00,43,10/19/2010 0:00,Ixodes scapularis,F,Y,Dog,N,Hancock,1,1
LDS-10-522,10/19/2010 0:00,43,10/22/2010 0:00,Ixodes scapularis,F,N,Human,Y,Jackson,1,1
LDS-10-523,10/20/2010 0:00,43,10/22/2010 0:00,Ixodes scapularis,F,Y,,N,Louisa,1,1
LDS-10-524,10/24/2010 0:00,44,10/27/2010 0:00,Ixodes scapularis,M,N,Dog,N,Story,1,1
LDS-10-525,10/21/2010 0:00,43,10/27/2010 0:00,Ixodes scapularis,F,N,Human,N,Iowa,1,1
LDS-10-526,10/22/2010 0:00,43,10/28/2010 0:00,Ixodes scapularis,F,Y,Deer,N,Clayton,1,1
LDS-10-527,10/27/2010 0:00,44,11/2/2010 0:00,Ixodes scapularis,F,N,Human,Y,Dubuque,1,1
LDS-10-528,10/31/2010 0:00,45,11/4/2010 0:00,Ixodes scapularis,F,Y,Dog,N,Linn,1,1
LDS-10-529,11/3/2010 0:00,45,11/10/2010 0:00,Ixodes scapularis,F,N,Human,N,Dubuque,1,1
LDS-10-530,11/5/2010 0:00,45,11/10/2010 0:00,Ixodes scapularis,F,N,Human,Y,Muscatine,1,1
LDS-10-531,11/5/2010 0:00,45,11/10/2010 0:00,Ixodes scapularis,F,N,Human,Y,Delaware,1,1
LDS-10-532,11/10/2010 0:00,47,11/16/2010 0:00,Ixodes scapularis,F,Y,Human,N,Johnson,1,1
LDS-10-533,11/29/2010 0:00,49,12/7/2010 0:00,Ixodes scapularis,F,Y,Human,N,Dubuque,1,1
LDS-11-003,3/20/2011 0:00,,3/24/2011 0:00,Ixodes scapularis,F,N,Human,N,Dallas,1,1
LDS-11-004,3/22/2011 0:00,,3/29/2011 0:00,Ixodes scapularis,F,N,,N,Mahaska,1,0
LDS-11-005,3/22/2011 0:00,,3/29/2011 0:00,Ixodes scapularis,F,N,,N,Mahaska,1,0
LDS-11-006,3/22/2011 0:00,,3/29/2011 0:00,Ixodes scapularis,F,N,,N,Mahaska,1,0
LDS-11-007,3/22/2011 0:00,,3/29/2011 0:00,Ixodes scapularis,F,N,,N,Mahaska,1,0
LDS-11-008,4/4/2011 0:00,,4/5/2011 0:00,Ixodes scapularis,F,Y,Dog,N,Buchanan,1,1
LDS-11-009,4/4/2011 0:00,,4/5/2011 0:00,Ixodes scapularis,F,Y,Dog,N,Buchanan,1,0
LDS-11-010,4/4/2011 0:00,,4/5/2011 0:00,Ixodes scapularis,F,Y,Dog,N,Buchanan,1,0
LDS-11-011,4/4/2011 0:00,,4/5/2011 0:00,Ixodes scapularis,F,Y,Dog,N,Buchanan,1,0
LDS-11-012,4/2/2011 0:00,,4/5/2011 0:00,Ixodes scapularis,M,N,Human,N,Webster,1,1
LDS-11-013,4/12/2011 0:00,,4/15/2011 0:00,Ixodes scapularis,F,,,N,Marshall,1,1
LDS-11-014,4/9/2011 0:00,,4/15/2011 0:00,Ixodes scapularis,F,N,Human,N,Delaware,1,1
LDS-11-015,4/9/2011 0:00,,4/15/2011 0:00,Ixodes scapularis,F,Y,Dog,N,Webster,1,1
LDS-11-018,4/17/2011 0:00,,4/19/2011 0:00,Ixodes scapularis,M,N,Dog,N,Webster,1,1
LDS-11-020,4/17/2011 0:00,,4/25/2011 0:00,Ixodes scapularis,F,N,None,N,Boone,1,1
LDS-11-025,4/22/2011 0:00,,4/27/2011 0:00,Ixodes scapularis,F,Y,Human,N,Jackson,1,1
LDS-11-026,4/25/2011 0:00,,4/27/2011 0:00,Ixodes scapularis,F,N,None,N,Story,1,1
LDS-11-029,4/22/2011 0:00,,4/28/2011 0:00,Ixodes scapularis,F,Y,Dog,N,Bremer,1,1
LDS-11-030,4/28/2011 0:00,,4/28/2011 0:00,Ixodes scapularis,F,N,None,N,Story,1,1
LDS-11-034,4/29/2011 0:00,,5/3/2011 0:00,Ixodes scapularis,F,N,Human,N,Louisa,1,1
LDS-11-035,5/5/2011 0:00,,5/9/2011 0:00,Ixodes scapularis,F,Y,Human,N,Johnson,1,1
LDS-11-037,5/6/2011 0:00,,5/10/2011 0:00,Ixodes scapularis,M,N,None,N,Butler,1,1
LDS-11-038,5/8/2011 0:00,,5/10/2011 0:00,Ixodes scapularis,F,,Human,N,Winneshiek,1,1
LDS-11-047,5/11/2011 0:00,,5/16/2011 0:00,Ixodes scapularis,N,Y,Human,N,Johnson,1,1
LDS-11-049,5/9/2011 0:00,,5/16/2011 0:00,Ixodes scapularis,F,N,Human,Y,Iowa,1,1
LDS-11-051,5/6/2011 0:00,,5/16/2011 0:00,Ixodes scapularis,F,N,Human,N,Muscatine,1,1
LDS-11-052,5/14/2011 0:00,,5/16/2011 0:00,Ixodes scapularis,N,Y,Human,N,Louisa,1,1
LDS-11-092,5/14/2011 0:00,,5/19/2011 0:00,Ixodes scapularis,F,N,Human,N,Webster,1,1
LDS-11-107,5/17/2011 0:00,,5/26/2011 0:00,Ixodes scapularis,N,Y,Human,N,Des Moines,1,1
LDS-11-108,5/23/2011 0:00,,5/27/2011 0:00,Ixodes scapularis,N,N,Human,N,Webster,1,1
LDS-11-135,5/28/2011 0:00,,6/3/2011 0:00,Ixodes scapularis,F,N,Human,N,Hancock,1,1
LDS-11-142,5/31/2011 0:00,,6/3/2011 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,1
LDS-11-143,6/1/2011 0:00,,6/3/2011 0:00,Ixodes scapularis,N,N,Human,N,Jackson,1,1
LDS-11-222,5/31/2011 0:00,,6/10/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-11-223,5/30/2011 0:00,,6/10/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-224,5/31/2011 0:00,,6/10/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-236,6/5/2011 0:00,,6/15/2011 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,1
LDS-11-237,6/5/2011 0:00,,6/15/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-11-241,6/8/2011 0:00,,6/15/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-11-242,6/8/2011 0:00,,6/15/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-246,6/10/2011 0:00,,6/15/2011 0:00,Ixodes scapularis,N,Y,Human,N,Des Moines,1,1
LDS-11-248,5/29/2011 0:00,,6/15/2011 0:00,Ixodes scapularis,N,Y,Human,N,Linn,1,1
LDS-11-418,6/17/2011 0:00,,6/22/2011 0:00,Ixodes scapularis,N,Y,Human,N,Fayette,1,1
LDS-11-420,6/20/2011 0:00,,6/22/2011 0:00,Ixodes scapularis,N,Y,Human,N,Story,1,1
LDS-11-421,6/17/2011 0:00,,6/22/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-11-422,6/16/2011 0:00,,6/23/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-424,6/19/2011 0:00,,6/23/2011 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,1
LDS-11-426,6/21/2011 0:00,,6/23/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-11-427,6/21/2011 0:00,,6/23/2011 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,0
LDS-11-428,6/20/2011 0:00,,6/23/2011 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,0
LDS-11-429,6/19/2011 0:00,,6/23/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-430,6/17/2011 0:00,,6/23/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-440,6/27/2011 0:00,,6/30/2011 0:00,Ixodes scapularis,N,N,Human,N,Jackson,1,1
LDS-11-441,6/27/2011 0:00,,6/30/2011 0:00,Ixodes scapularis,N,N,Human,Y,Jackson,1,0
LDS-11-448,7/2/2011 0:00,,7/5/2011 0:00,Ixodes scapularis,N,Y,Kitten,N,Kossuth,1,1
LDS-11-451,6/27/2011 0:00,,7/6/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-452,6/29/2011 0:00,,7/6/2011 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,0
LDS-11-453,6/27/2011 0:00,,7/6/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-454,6/29/2011 0:00,,7/6/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-455,6/29/2011 0:00,,7/6/2011 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,0
LDS-11-456,6/29/2011 0:00,,7/6/2011 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,0
LDS-11-457,6/29/2011 0:00,,7/6/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-458,6/28/2011 0:00,,7/6/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-459,6/29/2011 0:00,,7/6/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-460,6/28/2011 0:00,,7/6/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-470,6/30/2011 0:00,,7/19/2011 0:00,Ixodes scapularis,F,n,Human,N,Story,1,1
LDS-11-471,7/1/2011 0:00,,7/19/2011 0:00,Ixodes scapularis,F,Y,Human,N,Story,1,1
LDS-11-472,7/1/2011 0:00,,7/23/2011 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-11-473,7/1/2011 0:00,,7/23/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-474,7/1/2011 0:00,,7/23/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-475,7/1/2011 0:00,,7/23/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-476,6/29/2011 0:00,,7/23/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-477,6/30/2011 0:00,,7/23/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-478,6/26/2011 0:00,,7/23/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-479,6/27/2011 0:00,,7/23/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-480,6/26/2011 0:00,,7/23/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-481,6/27/2011 0:00,,7/23/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-482,6/27/2011 0:00,,7/23/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-483,6/27/2011 0:00,,7/23/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-484,6/27/2011 0:00,,7/23/2011 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,0
LDS-11-485,6/27/2011 0:00,,7/23/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-535,7/27/2011 0:00,,8/8/2011 0:00,Ixodes scapularis,N,Y,Dog,N,Harrison,1,1
LDS-11-536,7/20/2011 0:00,,8/8/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-11-537,7/19/2011 0:00,,8/8/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-538,7/19/2011 0:00,,8/8/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-539,7/20/2011 0:00,,8/8/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-540,7/25/2011 0:00,,8/8/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-11-543,8/3/2011 0:00,,8/15/2011 0:00,Ixodes scapularis,N,Y,Human,N,Dubuque,1,1
LDS-11-550,6/24/2011 0:00,,8/30/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-11-551,6/24/2011 0:00,,8/30/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-11-552,6/24/2011 0:00,,8/30/2011 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-11-553,8/23/2011 0:00,,8/30/2011 0:00,Ixodes scapularis,N,N,Human,N,Warren,1,1
LDS-11-589,10/11/2011 0:00,,9/28/2011 0:00,Ixodes scapularis,F,Y,Human,N,Jackson,1,1
LDS-11-590,10/11/2011 0:00,,10/2/2011 0:00,Ixodes scapularis,N,N,Dog,N,Dubuque,1,1
LDS-11-591,10/11/2011 0:00,,10/18/2011 0:00,Ixodes scapularis,F,Y,Dog,N,Mahaska,1,1
LDS-11-592,10/11/2011 0:00,,10/18/2011 0:00,Ixodes scapularis,F,N,Human,N,Iowa,1,1
LDS-11-593,10/18/2011 0:00,,10/24/2011 0:00,Ixodes scapularis,F,N,Human,N,Johnson,1,1
LDS-11-596,10/19/2011 0:00,,10/24/2011 0:00,Ixodes scapularis,F,N,Human,N,Linn,1,1
LDS-11-597,10/15/2011 0:00,,10/24/2011 0:00,Ixodes scapularis,F,N,Human,Y,Linn,1,1
